symbol,Period Start,Period End,Return,Earnings Per Share
LUK,2012-12-31,2013-12-31,0.00080039839912,1.07
LUK,2013-12-31,2014-12-31,-0.000846560846561,0.54
LUK,2014-12-31,2015-12-31,-0.000918853367764,0.74
LUV,2013-12-31,2014-12-31,0.00492668866053,1.65
LUV,2014-12-31,2015-12-31,3.43935802098e-05,3.3
LVLT,2012-12-31,2013-12-31,0.0015276529501,-0.49
LVLT,2013-12-31,2014-12-31,0.00196430403517,1.23
LVLT,2014-12-31,2015-12-31,0.00040285643549,9.71
LYB,2012-12-31,2013-12-31,0.00141574865759,6.8
LYB,2013-12-31,2014-12-31,3.07265162651e-05,8.03
LYB,2014-12-31,2015-12-31,0.000338493599846,9.62
M,2013-02-02,2014-02-01,0.00148990809757,3.93
M,2014-02-01,2015-01-31,0.00101499333642,4.3
M,2015-01-31,2016-01-30,-0.00147555617356,3.26
MA,2013-12-31,2014-12-31,0.00013063556623,3.11
MA,2014-12-31,2015-12-31,0.000540957169905,3.36
MAA,2012-12-31,2013-12-31,-0.000266906565548,2.27
MAA,2013-12-31,2014-12-31,0.000885155817134,1.97
MAA,2014-12-31,2015-12-31,0.000763947285275,4.41
MAC,2012-12-31,2013-12-31,6.07385821797e-06,3.01
MAC,2013-12-31,2014-12-31,0.00170136017521,10.46
MAC,2014-12-31,2015-12-31,-0.000162710535398,3.08
MAR,2012-12-31,2013-12-31,0.0010802977293,2.05
MAR,2013-12-31,2014-12-31,0.00235615084177,2.6
MAR,2014-12-31,2015-12-31,-0.000546623743174,3.22
MAS,2013-12-31,2014-12-31,0.000438973671854,2.4
MAS,2014-12-31,2015-12-31,0.00114166993111,1.03
MAT,2012-12-31,2013-12-31,0.00116243996861,2.61
MAT,2013-12-31,2014-12-31,-0.00137662141123,1.46
MAT,2014-12-31,2015-12-31,-0.000429774681876,1.08
MCD,2012-12-31,2013-12-31,0.000304267844372,5.59
MCD,2013-12-31,2014-12-31,-0.000111544399809,4.85
MCD,2014-12-31,2015-12-31,0.0010586547792,4.82
MCHP,2013-03-31,2014-03-31,0.00125213707907,1.99
MCHP,2014-03-31,2015-03-31,8.70780086487e-05,1.84
MCHP,2015-03-31,2016-03-31,-9.03556049415e-06,1.59
MCK,2013-03-31,2014-03-31,0.00251370680528,5.51
MCK,2014-03-31,2015-03-31,0.00113069553985,6.37
MCK,2015-03-31,2016-03-31,-0.00116636848087,9.82
MCO,2012-12-31,2013-12-31,0.00204659812479,3.67
MCO,2013-12-31,2014-12-31,0.000948952508232,4.69
MCO,2014-12-31,2015-12-31,0.000184155995809,4.7
MDLZ,2012-12-31,2013-12-31,0.00128406553347,2.21
MDLZ,2013-12-31,2014-12-31,0.000173276352391,1.29
MDLZ,2014-12-31,2015-12-31,0.00086829137287,4.49
MET,2012-12-31,2013-12-31,0.00211903575741,2.94
MET,2013-12-31,2014-12-31,6.71448130631e-05,5.48
MET,2014-12-31,2015-12-31,-0.000419570610041,4.61
MHK,2012-12-31,2013-12-31,0.00237362651631,4.86
MHK,2013-12-31,2014-12-31,0.000166330810377,7.3
MHK,2014-12-31,2015-12-31,0.000893928738895,2.59
MJN,2012-12-31,2013-12-31,0.000862162685987,3.2
MJN,2013-12-31,2014-12-31,0.000828767404002,3.55
MJN,2014-12-31,2015-12-31,-0.000833436751732,3.28
MKC,2013-11-30,2014-11-30,0.000313359690559,3.37
MKC,2014-11-30,2015-11-30,0.000644820778919,3.14
MLM,2012-12-31,2013-12-31,0.000120696621515,2.62
MLM,2013-12-31,2014-12-31,0.000429754604981,2.73
MLM,2014-12-31,2015-12-31,0.000921093300121,4.31
MMC,2012-12-31,2013-12-31,0.00143447029619,2.47
MMC,2013-12-31,2014-12-31,0.000791655091248,2.69
MMC,2014-12-31,2015-12-31,-0.000105875828083,3.01
MMM,2013-12-31,2014-12-31,0.00075239684068,7.63
MMM,2014-12-31,2015-12-31,-0.000324600542088,7.72
MO,2012-12-31,2013-12-31,0.000713407408247,2.26
MO,2013-12-31,2014-12-31,0.00119047591825,2.56
MO,2014-12-31,2015-12-31,0.000748757565477,2.67
MON,2013-08-31,2014-08-31,0.000661600502607,5.28
MON,2014-08-31,2015-08-31,-0.000596929788735,4.85
MON,2015-08-31,2016-08-31,0.000441466356331,3.02
MOS,2013-05-31,2014-12-31,-0.000628484667104,2.69
MOS,2014-12-31,2015-12-31,-0.00157620400137,2.79
MPC,2012-12-31,2013-12-31,0.00171848149557,6.69
MPC,2013-12-31,2014-12-31,3.45913502817e-05,8.84
MPC,2014-12-31,2015-12-31,0.00052136383967,5.29
MRK,2012-12-31,2013-12-31,0.000836078570277,1.49
MRK,2013-12-31,2014-12-31,0.000585335397643,4.12
MRK,2014-12-31,2015-12-31,-0.000303221999934,1.58
MRO,2012-12-31,2013-12-31,0.000457634218511,2.49
MRO,2013-12-31,2014-12-31,-0.000752501784634,4.48
MRO,2014-12-31,2015-12-31,-0.00222138972139,-3.26
MSFT,2013-06-30,2014-06-30,0.000847700328268,2.66
MSFT,2014-06-30,2015-06-30,0.000216088635502,1.49
MSFT,2015-06-30,2016-06-30,0.000597553484069,2.12
MTB,2012-12-31,2013-12-31,0.000604488025415,8.26
MTB,2013-12-31,2014-12-31,0.000364199395745,7.47
MTB,2014-12-31,2015-12-31,-0.000133235069554,7.22
MTD,2013-12-31,2014-12-31,0.00100105859951,11.71
MTD,2014-12-31,2015-12-31,0.000488622781581,12.75
MU,2013-08-29,2014-08-28,0.00564873916273,2.87
MU,2014-08-28,2015-09-03,-0.00191837602835,2.71
MU,2015-09-03,2016-09-01,-4.26358774178e-05,-0.27
MUR,2012-12-31,2013-12-31,0.000953155971455,5.98
MUR,2013-12-31,2014-12-31,-0.000821061074549,5.06
MUR,2014-12-31,2015-12-31,-0.00220379958072,-13.03
NAVI,2014-12-31,2015-12-31,-0.00188592088225,2.66
NBL,2013-12-31,2014-12-31,-0.00114178907833,3.36
NBL,2014-12-31,2015-12-31,-0.00118082648559,-6.07
NDAQ,2012-12-31,2013-12-31,0.00216282149635,2.3
NDAQ,2013-12-31,2014-12-31,0.000886783059659,2.45
NDAQ,2014-12-31,2015-12-31,0.000854840903742,2.56
NEE,2012-12-31,2013-12-31,0.000849697408951,4.5
NEE,2013-12-31,2014-12-31,0.00103810470538,5.67
NEE,2014-12-31,2015-12-31,-0.000104143994822,6.11
NEM,2012-12-31,2013-12-31,-0.00201966358531,-4.94
NEM,2013-12-31,2014-12-31,-0.00083803680923,1.02
NEM,2014-12-31,2015-12-31,-0.00027699807948,0.43
NFLX,2013-12-31,2014-12-31,-0.000231979038979,4.44
NFLX,2014-12-31,2015-12-31,0.00513709973348,0.29
NFX,2012-12-31,2013-12-31,-0.000382850766866,0.94
NFX,2013-12-31,2014-12-31,0.000447792284157,6.59
NFX,2014-12-31,2015-12-31,0.000889127730039,-21.18
NKE,2015-05-31,2016-05-31,0.000337149171786,2.21
NLSN,2013-12-31,2014-12-31,-3.08095999063e-05,1.01
NLSN,2014-12-31,2015-12-31,0.000157596700736,1.55
NOV,2012-12-31,2013-12-31,0.000537674106854,5.46
NOV,2013-12-31,2014-12-31,-0.000318747284711,5.85
NOV,2014-12-31,2015-12-31,-0.00193898480667,-1.99
NSC,2013-12-31,2014-12-31,0.000795302388724,6.44
NSC,2014-12-31,2015-12-31,-0.000892902789593,5.13
NTAP,2013-04-26,2014-04-25,5.42286127556e-05,1.87
NTAP,2014-04-25,2015-04-24,0.000108779784163,1.77
NTAP,2015-04-24,2016-04-29,-0.00136724123913,0.78
NTRS,2012-12-31,2013-12-31,0.000772051559379,3.01
NTRS,2013-12-31,2014-12-31,0.00042426253346,3.34
NTRS,2014-12-31,2015-12-31,0.000266703840681,4.03
NUE,2012-12-31,2013-12-31,0.000762103457472,1.52
NUE,2013-12-31,2014-12-31,-0.000276942510363,2.22
NUE,2014-12-31,2015-12-31,-0.000705233411665,1.11
NVDA,2013-01-27,2014-01-26,0.000932037117193,0.75
NVDA,2014-01-26,2015-01-25,0.0013529321266,1.14
NVDA,2015-01-25,2016-01-31,0.00164244354304,1.13
NWL,2012-12-31,2013-12-31,0.00171998598853,1.64
NWL,2013-12-31,2014-12-31,0.000728787475214,1.37
NWL,2014-12-31,2015-12-31,0.000651942498649,1.3
NWSA,2013-06-30,2014-06-30,0.000845165920774,0.41
NWSA,2014-06-30,2015-06-30,-0.00076953433307,-0.26
NWSA,2015-06-30,2016-06-30,-0.000888248126309,0.3
O,2012-12-31,2013-12-31,-0.000364874620941,1.06
O,2013-12-31,2014-12-31,0.00110069925785,1.04
O,2014-12-31,2015-12-31,0.000245669531605,1.09
OKE,2012-12-31,2013-12-31,0.00162562576416,1.29
OKE,2013-12-31,2014-12-31,-0.000279545849525,1.5
OKE,2014-12-31,2015-12-31,-0.00200797458569,1.17
OMC,2013-12-31,2014-12-31,0.000186078989704,4.27
OMC,2014-12-31,2015-12-31,-1.41105320481e-05,4.43
ORLY,2012-12-31,2013-12-31,0.00171499938639,6.14
ORLY,2013-12-31,2014-12-31,0.00196810118246,7.46
ORLY,2014-12-31,2015-12-31,0.00126642880445,9.32
OXY,2012-12-31,2013-12-31,0.000860058981386,7.33
OXY,2013-12-31,2014-12-31,-0.000416672232921,0.79
OXY,2014-12-31,2015-12-31,-0.000641612330205,-10.23
PAYX,2013-05-31,2014-05-31,0.000397553701749,1.72
PAYX,2014-05-31,2015-05-31,0.000831312596126,1.86
PAYX,2015-05-31,2016-05-31,0.000384777608988,2.1
PBCT,2012-12-31,2013-12-31,0.000854897157148,0.74
PBCT,2013-12-31,2014-12-31,4.49435825852e-05,0.84
PBCT,2014-12-31,2015-12-31,0.000261930955,0.86
PBI,2012-12-31,2013-12-31,0.00460082049811,0.71
PBI,2013-12-31,2014-12-31,0.000159204553923,1.65
PBI,2014-12-31,2015-12-31,-0.00060574099813,2.04
PCAR,2012-12-31,2013-12-31,0.00107690233428,3.31
PCAR,2013-12-31,2014-12-31,0.000644307466417,3.83
PCAR,2014-12-31,2015-12-31,-0.00120823576559,4.52
PCG,2013-12-31,2014-12-31,0.00135877198249,3.07
PCG,2014-12-31,2015-12-31,-1.11593937663e-05,1.81
PCLN,2012-12-31,2013-12-31,0.00325715069109,37.17
PCLN,2013-12-31,2014-12-31,-1.81187054389e-05,46.3
PCLN,2014-12-31,2015-12-31,0.000461745279606,50.09
PDCO,2013-04-27,2014-04-26,0.000339226533109,1.99
PDCO,2014-04-26,2015-04-25,0.000696385496532,2.26
PDCO,2015-04-25,2016-04-30,-0.000331499456148,1.93
PEG,2012-12-31,2013-12-31,0.000142410794472,2.46
PEG,2013-12-31,2014-12-31,0.00127673156719,3.0
PEG,2014-12-31,2015-12-31,-0.000304012089137,3.32
PEP,2013-12-28,2014-12-27,0.000679467550991,4.31
PEP,2014-12-27,2015-12-26,0.000156924164475,3.71
PFE,2012-12-31,2013-12-31,0.000722892889305,3.23
PFE,2013-12-31,2014-12-31,8.98916380906e-05,1.44
PFE,2014-12-31,2015-12-31,0.000120326757152,1.13
PFG,2013-12-31,2014-12-31,0.000270970864779,3.7
PFG,2014-12-31,2015-12-31,-0.0005231263858,4.11
PGR,2012-12-31,2013-12-31,0.00102087838422,1.95
PGR,2013-12-31,2014-12-31,4.00985246924e-05,2.17
PGR,2014-12-31,2015-12-31,0.000698553263825,2.16
PH,2013-06-30,2014-06-30,0.0011764002687,6.98
PH,2014-06-30,2015-06-30,-0.000329671315556,7.08
PH,2015-06-30,2016-06-30,-0.000307028381392,5.96
PHM,2013-12-31,2014-12-31,0.00027271845159,1.27
PHM,2014-12-31,2015-12-31,-0.000642088130329,1.38
PKI,2012-12-30,2013-12-29,0.00118492633122,1.49
PKI,2013-12-29,2014-12-28,0.000262071629473,1.4
PKI,2014-12-28,2016-01-03,0.000860549091023,1.89
PM,2013-12-31,2014-12-31,-0.000210822149121,4.76
PM,2014-12-31,2015-12-31,0.000337463572346,4.42
PNC,2012-12-31,2013-12-31,0.00120233967674,7.48
PNC,2013-12-31,2014-12-31,0.00075790570382,7.44
PNC,2014-12-31,2015-12-31,0.000196184236742,7.52
PNR,2012-12-31,2013-12-31,0.00212173361696,2.67
PNR,2013-12-31,2014-12-31,-0.000539459765723,1.13
PNR,2014-12-31,2015-12-31,-0.001020629267,-0.42
PNW,2012-12-31,2013-12-31,3.93793151091e-05,3.69
PNW,2013-12-31,2014-12-31,0.00123965046677,3.59
PNW,2014-12-31,2015-12-31,-0.000240500012754,3.94
PPG,2013-12-31,2014-12-31,0.000886524645289,15.2
PPG,2014-12-31,2015-12-31,-0.00054939723417,5.18
PPL,2012-12-31,2013-12-31,0.000136412993065,1.85
PPL,2013-12-31,2014-12-31,0.00089402848042,2.64
PPL,2014-12-31,2015-12-31,-0.000243377505661,1.01
PRU,2012-12-31,2013-12-31,0.00256427700141,-1.55
PRU,2013-12-31,2014-12-31,-1.3116880443e-05,-2.69
PRU,2014-12-31,2015-12-31,-0.000383129477704,12.37
PSX,2012-12-31,2013-12-31,0.00157049789103,6.07
PSX,2013-12-31,2014-12-31,-0.000246556011627,8.4
PSX,2014-12-31,2015-12-31,0.000522037662921,7.78
PVH,2013-02-03,2014-02-02,0.000162615056778,1.77
PVH,2014-02-02,2015-02-01,-0.000216305862139,5.33
PVH,2015-02-01,2016-01-31,-0.00135949611523,6.95
PWR,2012-12-31,2013-12-31,0.000518958187598,1.87
PWR,2013-12-31,2014-12-31,-0.00036778344764,1.35
PWR,2014-12-31,2015-12-31,-0.00113378684807,1.59
PX,2012-12-31,2013-12-31,0.000615082773238,5.94
PX,2013-12-31,2014-12-31,1.83851198137e-06,5.79
PX,2014-12-31,2015-12-31,-0.000841288030073,5.39
PYPL,2014-12-31,2015-12-31,-0.000110258874554,1.0
QCOM,2013-09-29,2014-09-28,0.000458060686547,4.73
QCOM,2014-09-28,2015-09-27,-0.00115017071516,3.26
QCOM,2015-09-27,2016-09-25,0.000774215570582,3.84
QRVO,2014-03-29,2015-03-28,0.00213790368541,2.17
QRVO,2015-03-28,2016-04-02,-0.00147323800398,-0.2
R,2013-12-31,2014-12-31,0.00110405299882,4.14
R,2014-12-31,2015-12-31,-0.0015244320849,5.75
RCL,2012-12-31,2013-12-31,0.00134891473916,2.16
RCL,2013-12-31,2014-12-31,0.00296630588912,3.45
RCL,2014-12-31,2015-12-31,0.00087354223047,3.03
REGN,2013-12-31,2014-12-31,0.00196049876925,3.46
REGN,2014-12-31,2015-12-31,0.00128395490364,6.17
RHI,2013-12-31,2014-12-31,0.00163161734513,2.28
RHI,2014-12-31,2015-12-31,-0.000736334741175,2.72
RHT,2013-02-28,2014-02-28,0.000570080666239,0.94
RHT,2014-02-28,2015-02-28,0.000741030673873,0.97
RHT,2015-02-28,2016-02-29,-0.000245523936701,1.09
RL,2013-03-30,2014-03-29,-0.000202517669737,8.55
RL,2014-03-29,2015-03-28,-0.000735515485867,7.96
RL,2015-03-28,2016-04-02,-0.00103798383109,4.65
ROK,2013-09-30,2014-09-30,7.05728024557e-05,5.98
ROK,2014-09-30,2015-09-30,-0.000287307466673,6.15
ROK,2015-09-30,2016-09-30,0.000865658128011,5.6
ROP,2012-12-31,2013-12-31,0.000838851361222,5.43
ROP,2013-12-31,2014-12-31,0.000525058044778,6.47
ROP,2014-12-31,2015-12-31,0.000840422553905,6.92
ROST,2013-02-02,2014-02-01,0.000633751323431,3.93
ROST,2014-02-01,2015-01-31,0.00155785165118,4.47
ROST,2015-01-31,2016-01-30,0.000896576934508,2.53
RRC,2012-12-31,2013-12-31,0.00142358309087,0.71
RRC,2013-12-31,2014-12-31,-0.00137340219726,3.81
RRC,2014-12-31,2015-12-31,-0.00220546099711,-4.29
RSG,2013-12-31,2014-12-31,0.000877687386969,1.54
RSG,2014-12-31,2015-12-31,0.00033451901671,2.14
SBUX,2013-09-29,2014-09-28,-9.31704118495e-05,2.75
SBUX,2014-09-28,2015-09-27,0.00215479300402,1.84
SBUX,2015-09-27,2016-10-02,-0.000114168753922,1.91
SCG,2012-12-31,2013-12-31,1.0172751501e-05,3.4
SCG,2013-12-31,2014-12-31,0.00123884037948,3.79
SCG,2014-12-31,2015-12-31,-2.08820470433e-05,5.22
SCHW,2012-12-31,2013-12-31,0.00287356321839,0.78
SCHW,2013-12-31,2014-12-31,0.000671621758696,0.96
SCHW,2014-12-31,2015-12-31,0.000355856140903,1.04
SE,2012-12-31,2013-12-31,0.00106913760047,1.55
SE,2013-12-31,2014-12-31,0.000128663411705,1.61
SE,2014-12-31,2015-12-31,-0.00137969807235,0.29
SEE,2013-12-31,2014-12-31,0.0010235342284,1.22
SEE,2014-12-31,2015-12-31,0.00017657307865,1.63
SHW,2012-12-31,2013-12-31,0.000679273704118,7.41
SHW,2013-12-31,2014-12-31,0.0017540723112,8.95
SHW,2014-12-31,2015-12-31,-4.2942483276e-05,11.38
SIG,2013-02-02,2014-02-01,0.00106584532076,4.59
SIG,2015-02-02,2016-01-30,-0.000227642276423,5.89
SJM,2013-04-30,2014-04-30,-0.000211023629467,5.42
SJM,2014-04-30,2015-04-30,0.000765717437853,3.33
SJM,2015-04-30,2016-04-30,0.000343648277867,5.77
SLG,2012-12-31,2013-12-31,0.000705815771419,0.39
SLG,2013-12-31,2014-12-31,0.00116657490751,0.59
SLG,2014-12-31,2015-12-31,-0.000272792830452,1.02
SNA,2013-12-31,2015-01-03,0.00101008038893,7.26
SNA,2015-01-03,2016-01-02,0.00111895508592,8.24
SNI,2012-12-31,2013-12-31,0.00180344846012,3.43
SNI,2013-12-31,2014-12-31,-0.000473980994425,3.86
SNI,2014-12-31,2015-12-31,-0.00108324880827,4.68
SO,2012-12-31,2013-12-31,-0.000242010744649,1.88
SO,2013-12-31,2014-12-31,0.00082115279357,2.19
SO,2014-12-31,2015-12-31,-0.000207374671034,2.6
SPG,2012-12-31,2013-12-31,-0.000189721387395,4.24
SPG,2013-12-31,2014-12-31,0.00108261225884,4.52
SPG,2014-12-31,2015-12-31,0.00019483724884,5.88
SPGI,2013-12-31,2014-12-31,0.000573164038177,-0.42
SPGI,2014-12-31,2015-12-31,0.000444000334453,4.26
SPLS,2013-02-02,2014-02-01,-5.08095151278e-05,0.95
SPLS,2014-02-01,2015-01-31,0.00128169461688,0.21
SPLS,2015-01-31,2016-01-30,-0.00191067689094,0.59
SRCL,2012-12-31,2013-12-31,0.000932267511023,3.62
SRCL,2013-12-31,2014-12-31,0.000559590318643,3.84
SRCL,2014-12-31,2015-12-31,-0.000332797995371,3.02
SRE,2012-12-31,2013-12-31,0.000966499206129,4.1
SRE,2013-12-31,2014-12-31,0.0010284076767,4.72
SRE,2014-12-31,2015-12-31,-0.000640075033427,5.43
STI,2012-12-31,2013-12-31,0.00102393443023,2.43
STI,2013-12-31,2014-12-31,0.000584589657331,3.26
STI,2014-12-31,2015-12-31,0.000105553843872,3.62
STT,2013-12-31,2014-12-31,0.000289645423167,4.65
STT,2014-12-31,2015-12-31,-0.000607266807775,4.53
STX,2013-06-28,2014-06-27,0.0010032442693,4.66
STX,2014-06-27,2015-07-03,-0.000598380713778,5.38
STX,2015-07-03,2016-07-01,-0.00194024148792,0.83
SWK,2015-01-03,2016-01-02,0.000540988196377,5.96
SWKS,2013-09-27,2014-10-03,0.00478216837762,2.44
SWKS,2014-10-03,2015-10-02,0.00220633187086,4.21
SWKS,2015-10-02,2016-09-30,-0.000278840849624,5.27
SWN,2012-12-31,2013-12-31,0.000711549506035,2.01
SWN,2013-12-31,2014-12-31,-0.00118864263505,2.63
SYF,2014-12-31,2015-12-31,0.000125185759514,2.66
SYK,2013-12-31,2014-12-31,0.00104749599569,1.36
SYK,2014-12-31,2015-12-31,-4.43307892575e-05,3.82
SYMC,2013-03-29,2014-03-28,-0.000757634458417,1.29
SYMC,2014-03-28,2015-04-03,0.000703015342478,1.27
SYMC,2015-04-03,2016-04-01,-0.000906152979354,3.71
SYY,2013-06-29,2014-06-28,0.000409782548129,1.59
SYY,2014-06-28,2015-06-27,9.78726456453e-05,1.16
SYY,2015-06-27,2016-07-02,0.00137249419875,1.66
T,2012-12-31,2013-12-31,1.81405895692e-05,3.39
T,2013-12-31,2014-12-31,-0.000154415714182,1.19
T,2014-12-31,2015-12-31,6.32672327835e-05,2.37
TAP,2013-12-31,2014-12-31,0.00138694828554,2.78
TAP,2014-12-31,2015-12-31,0.00107775740077,1.94
TDC,2012-12-31,2013-12-31,-0.0011348544425,2.31
TDC,2013-12-31,2014-12-31,-9.31515016022e-05,2.36
TDC,2014-12-31,2015-12-31,-0.0015854978355,-1.53
TDG,2013-09-30,2014-09-30,0.00120918280328,1.91
TDG,2014-09-30,2015-09-30,0.000653397628202,2.5
TDG,2015-09-30,2016-09-30,0.00134734180841,2.77
TEL,2013-09-27,2014-09-26,0.000540133797415,4.34
TEL,2014-09-26,2015-09-25,3.78647159765e-05,5.98
TEL,2015-09-25,2016-09-30,0.000517397706747,5.49
TGNA,2012-12-30,2013-12-29,0.00247980847294,1.7
TGNA,2014-12-31,2015-12-31,-0.000665258493047,2.04
TGT,2013-02-02,2014-02-01,-0.000275643466455,3.1
TGT,2014-02-01,2015-01-31,0.0013086079073,-2.58
TGT,2015-01-31,2016-01-30,-9.81931935557e-05,5.35
TIF,2013-01-31,2014-01-31,0.00112853576227,1.42
TIF,2014-01-31,2015-01-31,0.000283731651714,3.75
TIF,2015-01-31,2016-01-31,-0.00106461217565,3.61
TJX,2013-02-02,2014-02-01,0.00106734850731,3.0
TJX,2014-02-01,2015-01-31,0.000687151795028,3.2
TJX,2015-01-31,2016-01-30,0.000324797349568,3.38
TMK,2012-12-31,2013-12-31,0.00193315564337,5.76
TMK,2013-12-31,2014-12-31,0.000196029547361,4.15
TMK,2014-12-31,2015-12-31,0.000219807272983,4.21
TMO,2012-12-31,2013-12-31,0.00282967020757,3.53
TMO,2013-12-31,2014-12-31,0.000566841874636,4.76
TMO,2014-12-31,2015-12-31,0.00042525891946,4.96
TRIP,2012-12-31,2013-12-31,0.00347491822665,1.44
TRIP,2013-12-31,2014-12-31,-0.000286968604201,1.58
TRIP,2014-12-31,2015-12-31,0.000567121671043,1.38
TRV,2013-12-31,2014-12-31,0.000733858034421,10.82
TRV,2014-12-31,2015-12-31,0.000279253034121,10.99
TSCO,2012-12-29,2013-12-28,0.0028279818837,2.35
TSCO,2013-12-28,2014-12-27,8.83254301953e-05,2.69
TSCO,2014-12-27,2015-12-26,0.000353396216764,3.03
TSO,2012-12-31,2013-12-31,0.00114502459818,3.05
TSO,2013-12-31,2014-12-31,0.00112214768277,6.56
TSO,2014-12-31,2015-12-31,0.00156995705876,12.5
TSS,2012-12-31,2013-12-31,0.00195387580831,1.3
TSS,2013-12-31,2014-12-31,0.000141593445098,1.73
TSS,2014-12-31,2015-12-31,0.00181515414464,1.98
TXN,2012-12-31,2013-12-31,0.00142469020857,1.94
TXN,2013-12-31,2014-12-31,0.0009547751152,2.61
TXN,2014-12-31,2015-12-31,9.86870184374e-05,2.86
TXT,2012-12-29,2013-12-28,0.0018996220882,1.78
TXT,2013-12-28,2015-01-03,0.000617891739732,2.15
TXT,2015-01-03,2016-01-02,6.26119298709e-05,2.52
UAL,2012-12-31,2013-12-31,0.00223757692673,1.64
UAL,2013-12-31,2014-12-31,0.00306690383636,3.05
UAL,2014-12-31,2015-12-31,-0.0005407447412,19.52
UDR,2012-12-31,2013-12-31,-9.45612358656e-05,0.16
UDR,2013-12-31,2014-12-31,0.00128750827075,0.6
UDR,2014-12-31,2015-12-31,0.000784289762532,1.3
UHS,2012-12-31,2013-12-31,0.00252118720474,5.21
UHS,2013-12-31,2014-12-31,0.0015081529781,5.52
UHS,2014-12-31,2015-12-31,0.000304672538525,6.89
ULTA,2014-02-02,2015-01-31,0.00227898139362,4.0
UNH,2013-12-31,2014-12-31,0.00141126564792,5.78
UNH,2014-12-31,2015-12-31,0.000663869444023,6.1
UNM,2012-12-31,2013-12-31,0.0025185290527,3.24
UNM,2013-12-31,2014-12-31,6.35751700302e-05,1.62
UNM,2014-12-31,2015-12-31,-0.000165629588111,3.51
UNP,2013-12-31,2014-12-31,0.00168955323065,5.77
UNP,2014-12-31,2015-12-31,-0.00135196996356,5.51
UPS,2012-12-31,2013-12-31,0.00149609075523,4.65
UPS,2013-12-31,2014-12-31,0.000301498119573,3.31
UPS,2014-12-31,2015-12-31,-0.000508704216048,5.38
URBN,2013-01-31,2014-01-31,-0.000689295174695,1.92
URBN,2014-01-31,2015-01-31,6.7408547481e-05,1.7
URBN,2015-01-31,2016-01-31,-0.00139000065179,1.79
UTX,2013-12-31,2014-12-31,8.85440979102e-05,6.92
UTX,2014-12-31,2015-12-31,-0.000654361796694,8.72
VAR,2013-09-27,2014-09-26,0.000328939760951,3.88
VAR,2014-09-26,2015-10-02,-0.000289119997982,4.13
VAR,2015-10-02,2016-09-30,0.00122800053118,4.22
VFC,2013-12-31,2015-01-03,0.000721068297301,2.42
VFC,2015-01-03,2016-01-02,-0.000593197303697,2.9
VIAB,2013-09-30,2014-09-30,-0.00034774571481,5.53
VIAB,2014-09-30,2015-09-30,-0.00169186252462,4.78
VIAB,2015-09-30,2016-09-30,-0.000436508688096,3.63
VLO,2012-12-31,2013-12-31,0.0021986020591,4.99
VLO,2013-12-31,2014-12-31,-2.94415486152e-05,6.88
VLO,2014-12-31,2015-12-31,0.00160574750427,8.0
VMC,2012-12-31,2013-12-31,0.000408019945645,0.19
VMC,2013-12-31,2014-12-31,0.000476758731782,1.56
VMC,2014-12-31,2015-12-31,0.00165827733144,1.66
VNO,2013-12-31,2014-12-31,0.00130141262857,4.18
VNO,2014-12-31,2015-12-31,-0.000299660463829,3.61
VRSK,2012-12-31,2013-12-31,0.000954238571608,2.07
VRSK,2013-12-31,2014-12-31,-6.52031871994e-05,2.41
VRSK,2014-12-31,2015-12-31,0.000800846366364,3.07
VRSN,2012-12-31,2013-12-31,0.00198462508218,3.77
VRSN,2013-12-31,2014-12-31,-0.000199668893438,2.8
VRSN,2014-12-31,2015-12-31,0.00209341199951,3.29
VRTX,2012-12-31,2013-12-31,0.00278641426168,-1.98
VRTX,2013-12-31,2014-12-31,0.00241707138137,-3.14
VRTX,2014-12-31,2015-12-31,8.89931655878e-05,-2.31
VTR,2013-12-31,2014-12-31,0.00103920463117,1.62
VTR,2014-12-31,2015-12-31,-0.0009137105562,1.26
VZ,2012-12-31,2013-12-31,0.000436534738133,4.01
VZ,2013-12-31,2014-12-31,-0.000179786281179,2.42
VZ,2014-12-31,2015-12-31,-6.253194341e-05,4.38
WAT,2014-12-31,2015-12-31,0.000721310846049,5.7
WDC,2013-06-28,2014-06-27,0.00188525950286,6.88
WDC,2014-06-27,2015-07-03,-0.000485628688569,6.31
WDC,2015-07-03,2016-07-01,-0.00165799631512,1.01
WEC,2012-12-31,2013-12-31,0.000387763531683,2.54
WEC,2013-12-31,2014-12-31,0.00117011387418,2.61
WEC,2014-12-31,2015-12-31,-0.000140257748901,2.36
WFC,2012-12-31,2013-12-31,0.00117179576742,3.95
WFC,2013-12-31,2014-12-31,0.000863813613703,4.17
WFC,2014-12-31,2015-12-31,-2.46655635199e-05,4.18
WFM,2013-09-29,2014-09-28,-0.00141859924405,1.57
WFM,2014-09-28,2015-09-27,-0.000685225108937,1.49
WFM,2015-09-27,2016-09-25,-0.000288925598419,1.55
WHR,2013-12-31,2014-12-31,0.000959064807482,8.3
WHR,2014-12-31,2015-12-31,-0.000948630862849,9.95
WM,2013-12-31,2014-12-31,0.000639229946753,2.8
WM,2014-12-31,2015-12-31,0.000124223525803,1.66
WMB,2012-12-31,2013-12-31,0.000529411622496,0.63
WMB,2013-12-31,2014-12-31,0.000690401570506,2.94
WMB,2014-12-31,2015-12-31,-0.00171296585023,-0.76
